station,date,prcp,tobs
USC00516128,11/24/11,0.03,75
USC00516128,11/25/11,0.21,67
USC00516128,11/26/11,0,71
USC00516128,11/27/11,0.16,70
USC00516128,11/28/11,0.01,71
USC00516128,11/29/11,0.1,67
USC00516128,11/30/11,0.32,68
USC00516128,12/01/11,0.16,71
USC00516128,12/02/11,0.46,73
USC00516128,12/03/11,0.11,71
USC00516128,12/04/11,0.03,71
USC00516128,12/05/11,0.22,68
USC00516128,12/06/11,0.12,67
USC00516128,12/07/11,0.26,70
USC00516128,12/08/11,0.53,67
USC00516128,12/10/11,,69
USC00516128,12/11/11,1.35,71
USC00516128,12/12/11,1.71,69
USC00516128,12/13/11,6.42,69
USC00516128,12/14/11,1.37,68
USC00516128,12/15/11,1.18,69
USC00516128,12/16/11,1.09,69
USC00516128,12/17/11,0.63,67
USC00516128,12/18/11,0.3,69
USC00516128,12/19/11,0.87,68
USC00516128,12/20/11,0.16,70
USC00516128,12/21/11,1.52,68
USC00516128,12/22/11,0.27,69
USC00516128,12/23/11,0.42,71
USC00516128,12/24/11,0.8,65
USC00516128,12/25/11,0.58,69
USC00516128,12/26/11,0.05,69
USC00516128,12/27/11,0.06,69
USC00516128,12/28/11,0.06,69
USC00516128,12/29/11,0,70
USC00516128,12/30/11,0.05,73
USC00516128,12/31/11,0.25,67
USC00516128,01/01/12,0.01,71
USC00516128,01/02/12,0,64
USC00516128,01/03/12,0,70
USC00516128,01/04/12,0.1,71
USC00516128,01/05/12,0.2,70
USC00516128,01/06/12,0,72
USC00516128,01/10/12,0.08,69
USC00516128,01/11/12,0.1,71
USC00516128,01/12/12,0.11,72
USC00516128,01/13/12,0.02,68
USC00516128,01/14/12,0,61
USC00516128,01/15/12,0,76
USC00516128,01/16/12,0.14,74
USC00516128,01/17/12,0.01,73
USC00516128,01/18/12,0,71
USC00516128,01/19/12,0,69
USC00516128,01/20/12,0,70
USC00516128,01/21/12,0,71
USC00516128,01/22/12,0.03,71
USC00516128,01/23/12,0.01,66
USC00516128,01/24/12,0,76
USC00516128,01/25/12,0.06,67
USC00516128,01/26/12,0,71
USC00516128,01/27/12,0.05,66
USC00516128,01/28/12,0,70
USC00516128,01/29/12,0.67,69
USC00516128,01/30/12,0.35,66
USC00516128,01/31/12,0.04,67
USC00516128,02/01/12,0.01,66
USC00516128,02/02/12,0,72
USC00516128,02/03/12,0,75
USC00516128,02/04/12,0,61
USC00516128,02/05/12,0,66
USC00516128,02/06/12,0,69
USC00516128,02/07/12,0.7,70
USC00516128,02/08/12,0.44,66
USC00516128,02/09/12,0,66
USC00516128,02/10/12,0,68
USC00516128,02/11/12,0,69
USC00516128,02/12/12,0.07,69
USC00516128,02/13/12,1.26,67
USC00516128,02/14/12,0.02,71
USC00516128,02/15/12,0,70
USC00516128,02/16/12,0,70
USC00516128,02/17/12,0.3,69
USC00516128,02/18/12,0.67,69
USC00516128,02/19/12,1.29,72
USC00516128,02/20/12,0.03,69
USC00516128,02/21/12,0,70
USC00516128,02/22/12,0,70
USC00516128,02/23/12,1.31,67
USC00516128,02/24/12,0.77,74
USC00516128,02/25/12,0.02,64
USC00516128,02/26/12,0.3,71
USC00516128,02/27/12,0.44,69
USC00516128,02/28/12,0.4,69
USC00516128,02/29/12,0.55,69
USC00516128,03/01/12,0.64,67
USC00516128,03/02/12,0.26,66
USC00516128,03/03/12,1.1,66
USC00516128,03/04/12,2,67
USC00516128,03/05/12,5.37,64
USC00516128,03/06/12,2.61,67
USC00516128,03/07/12,2.63,69
USC00516128,03/08/12,2.09,66
USC00516128,03/09/12,3.23,64
USC00516128,03/10/12,0.15,70
USC00516128,03/11/12,0.31,71
USC00516128,03/12/12,1.6,67
USC00516128,03/13/12,0.45,67
USC00516128,03/14/12,0.01,65
USC00516128,03/15/12,0.03,66
USC00516128,03/16/12,0.08,66
USC00516128,03/17/12,0.02,68
USC00516128,03/18/12,0.65,66
USC00516128,03/19/12,1.61,69
USC00516128,03/20/12,0,68
USC00516128,03/21/12,0.43,65
USC00516128,03/22/12,0.48,69
USC00516128,03/23/12,0.05,68
USC00516128,03/24/12,0.06,67
USC00516128,03/25/12,1.92,68
USC00516128,03/26/12,0.37,66
USC00516128,03/27/12,0.57,66
USC00516128,03/28/12,0.02,74
USC00516128,03/29/12,0,74
USC00516128,03/30/12,0,72
USC00516128,03/31/12,0,70
USC00516128,04/01/12,0.04,71
USC00516128,04/02/12,0,71
USC00516128,04/03/12,0,71
USC00516128,04/04/12,0.03,69
USC00516128,04/05/12,0.89,69
USC00516128,04/06/12,0.1,68
USC00516128,04/07/12,1.75,70
USC00516128,04/08/12,0.02,69
USC00516128,04/09/12,3.27,64
USC00516128,04/10/12,1.32,64
USC00516128,04/11/12,1.47,69
USC00516128,04/12/12,0.15,69
USC00516128,04/13/12,0.01,70
USC00516128,04/14/12,0.01,68
USC00516128,04/15/12,0.18,69
USC00516128,04/16/12,0.12,72
USC00516128,04/17/12,0.01,71
USC00516128,04/18/12,0.01,71
USC00516128,04/19/12,0.03,69
USC00516128,04/20/12,0.04,67
USC00516128,04/22/12,,68
USC00516128,04/23/12,1.62,65
USC00516128,04/24/12,0.2,68
USC00516128,04/25/12,0.3,66
USC00516128,04/26/12,0.61,76
USC00516128,04/27/12,0.02,68
USC00516128,04/28/12,0.65,68
USC00516128,04/29/12,0.2,70
USC00516128,04/30/12,0.12,70
USC00516128,05/01/12,0.03,70
USC00516128,05/02/12,0.57,67
USC00516128,05/03/12,0.16,70
USC00516128,05/04/12,1.21,66
USC00516128,05/05/12,0.9,67
USC00516128,05/06/12,0.14,67
USC00516128,05/07/12,0.54,68
USC00516128,05/08/12,0.02,69
USC00516128,05/09/12,0.04,70
USC00516128,05/10/12,0,69
USC00516128,05/11/12,0.23,69
USC00516128,05/12/12,0.01,73
USC00516128,05/13/12,0,68
USC00516128,05/14/12,0,75
USC00516128,05/15/12,0,73
USC00516128,05/16/12,0.03,68
USC00516128,05/17/12,0.02,71
USC00516128,05/18/12,0.05,72
USC00516128,05/19/12,0,69
USC00516128,05/20/12,0.02,68
USC00516128,05/21/12,0.2,73
USC00516128,05/22/12,0,72
USC00516128,05/23/12,0,70
USC00516128,05/24/12,0.07,72
USC00516128,05/25/12,0.13,71
USC00516128,05/26/12,0.37,74
USC00516128,05/27/12,0.67,73
USC00516128,05/28/12,0.13,73
USC00516128,05/29/12,0.03,71
USC00516128,05/30/12,0.01,70
USC00516128,05/31/12,0.62,68
USC00516128,06/01/12,0.26,69
USC00516128,06/02/12,0.22,73
USC00516128,06/03/12,0,71
USC00516128,06/04/12,0.02,72
USC00516128,06/05/12,0,71
USC00516128,06/06/12,0.72,72
USC00516128,06/07/12,0.12,71
USC00516128,06/08/12,0.3,74
USC00516128,06/09/12,0,74
USC00516128,06/10/12,0.08,75
USC00516128,06/11/12,0.08,69
USC00516128,06/12/12,0.14,75
USC00516128,06/13/12,0.48,70
USC00516128,06/14/12,0.21,73
USC00516128,06/15/12,0,72
USC00516128,06/16/12,0,70
USC00516128,06/17/12,0.1,73
USC00516128,06/18/12,0,71
USC00516128,06/19/12,0.38,70
USC00516128,06/20/12,1.84,69
USC00516128,06/21/12,0.34,71
USC00516128,06/23/12,0.94,68
USC00516128,06/24/12,1.13,68
USC00516128,06/25/12,0.89,68
USC00516128,06/26/12,0.92,69
USC00516128,06/27/12,0.73,69
USC00516128,06/28/12,0.37,69
USC00516128,06/29/12,0.79,71
USC00516128,07/01/12,,68
USC00516128,07/02/12,0.05,75
USC00516128,07/03/12,1.04,68
USC00516128,07/04/12,0.85,70
USC00516128,07/05/12,0.98,71
USC00516128,07/06/12,1.08,70
USC00516128,07/07/12,0.86,70
USC00516128,07/08/12,0.05,72
USC00516128,07/09/12,0.01,71
USC00516128,07/10/12,0.12,70
USC00516128,07/11/12,0.39,70
USC00516128,07/12/12,0,70
USC00516128,07/13/12,0.52,72
USC00516128,07/14/12,0.29,74
USC00516128,07/15/12,0.06,72
USC00516128,07/16/12,0.83,72
USC00516128,07/17/12,0.71,75
USC00516128,07/18/12,1,72
USC00516128,07/19/12,0.34,68
USC00516128,07/20/12,0.13,71
USC00516128,07/21/12,0.03,74
USC00516128,07/22/12,0.04,69
USC00516128,07/23/12,0.29,73
USC00516128,07/24/12,0,74
USC00516128,07/25/12,0.18,72
USC00516128,07/26/12,0,72
USC00516128,07/27/12,0.23,69
USC00516128,07/28/12,0.5,70
USC00516128,07/29/12,2.87,69
USC00516128,07/30/12,0.36,72
USC00516128,07/31/12,0.59,73
USC00516128,08/01/12,0.05,71
USC00516128,08/02/12,0,73
USC00516128,08/03/12,0.09,72
USC00516128,08/04/12,0.06,72
USC00516128,08/05/12,0.44,70
USC00516128,08/06/12,0.3,69
USC00516128,08/07/12,0.22,71
USC00516128,08/08/12,0.44,71
USC00516128,08/09/12,0.14,75
USC00516128,08/10/12,0.02,75
USC00516128,08/11/12,0.26,67
USC00516128,08/12/12,0.23,69
USC00516128,08/13/12,0.03,73
USC00516128,08/14/12,0.26,73
USC00516128,08/15/12,0.02,73
USC00516128,08/16/12,0,72
USC00516128,08/17/12,0.24,72
USC00516128,08/19/12,,70
USC00516128,08/20/12,0.38,72
USC00516128,08/21/12,0.41,71
USC00516128,08/22/12,0.24,73
USC00516128,08/23/12,0.09,74
USC00516128,08/24/12,0.53,72
USC00516128,08/25/12,0,78
USC00516128,08/27/12,,69
USC00516128,08/28/12,1.19,69
USC00516128,08/29/12,0.9,72
USC00516128,08/30/12,0.44,72
USC00516128,08/31/12,0.26,70
USC00516128,09/01/12,0.1,71
USC00516128,09/02/12,0.46,67
USC00516128,09/03/12,0.19,69
USC00516128,09/04/12,0.05,73
USC00516128,09/05/12,0.59,69
USC00516128,09/06/12,0.2,70
USC00516128,09/07/12,1.24,69
USC00516128,09/08/12,2.48,69
USC00516128,09/09/12,2.57,71
USC00516128,09/10/12,0.19,72
USC00516128,09/11/12,0,72
USC00516128,09/12/12,0.23,71
USC00516128,09/13/12,0.04,70
USC00516128,09/14/12,0.52,69
USC00516128,09/15/12,0.41,67
USC00516128,09/16/12,0.62,70
USC00516128,09/17/12,0.3,69
USC00516128,09/18/12,0.38,68
USC00516128,09/19/12,0.35,70
USC00516128,09/20/12,0.16,73
USC00516128,09/21/12,0.39,70
USC00516128,09/22/12,0.17,69
USC00516128,09/23/12,0.99,71
USC00516128,09/24/12,1.58,69
USC00516128,09/25/12,0.56,69
USC00516128,09/26/12,0.3,69
USC00516128,09/27/12,0.12,72
USC00516128,09/28/12,0.31,70
USC00516128,10/03/12,,73
USC00516128,10/08/12,,78
USC00516128,10/09/12,0,73
USC00516128,10/10/12,0,71
USC00516128,10/11/12,0.4,76
USC00516128,10/12/12,0,77
USC00516128,10/19/12,,75
USC00516128,10/22/12,,72
USC00516128,10/23/12,0.08,71
USC00516128,10/24/12,0,69
USC00516128,10/25/12,0,70
USC00516128,10/26/12,0.01,71
USC00516128,10/27/12,0,76
USC00516128,10/28/12,0.49,71
USC00516128,10/29/12,0.53,74
USC00516128,10/30/12,0.2,68
USC00516128,10/31/12,0.2,70
USC00516128,11/01/12,0,70
USC00516128,11/02/12,0,69
USC00516128,11/03/12,0,66
USC00516128,11/04/12,0,66
USC00516128,11/05/12,0.02,70
USC00516128,11/06/12,0.64,69
USC00516128,11/07/12,0.09,73
USC00516128,11/08/12,0.51,69
USC00516128,11/09/12,0.27,72
USC00516128,11/10/12,0.15,69
USC00516128,11/11/12,0.02,71
USC00516128,11/12/12,0.28,75
USC00516128,11/13/12,0.42,69
USC00516128,11/14/12,0.2,71
USC00516128,11/15/12,0.64,71
USC00516128,11/16/12,0.74,67
USC00516128,11/17/12,0.18,67
USC00516128,11/19/12,,69
USC00516128,11/20/12,0.36,68
USC00516128,11/21/12,0.11,70
USC00516128,11/22/12,0,72
USC00516128,11/23/12,0,67
USC00516128,11/24/12,0,75
USC00516128,11/25/12,0,71
USC00516128,11/26/12,0.53,70
USC00516128,11/27/12,0.01,69
USC00516128,11/28/12,0.01,75
USC00516128,11/29/12,0,67
USC00516128,11/30/12,0,65
USC00516128,12/01/12,0,74
USC00516128,12/02/12,0.01,77
USC00516128,12/03/12,0,74
USC00516128,12/04/12,0,73
USC00516128,12/05/12,0.04,71
USC00516128,12/06/12,0,73
USC00516128,12/07/12,0,68
USC00516128,12/08/12,0.01,69
USC00516128,12/09/12,0.04,71
USC00516128,12/10/12,0.12,72
USC00516128,12/11/12,0,72
USC00516128,12/12/12,0.24,67
USC00516128,12/13/12,0.44,67
USC00516128,12/14/12,0.72,69
USC00516128,12/15/12,0.44,66
USC00516128,12/16/12,0.48,66
USC00516128,12/17/12,0.54,69
USC00516128,12/18/12,2.25,66
USC00516128,12/19/12,0.34,68
USC00516128,12/20/12,1.8,65
USC00516128,12/21/12,0.67,68
USC00516128,12/22/12,0.12,67
USC00516128,12/23/12,0,71
USC00516128,12/24/12,0,65
USC00516128,12/25/12,0,71
USC00516128,12/26/12,0.21,69
USC00516128,12/27/12,0.02,69
USC00516128,12/28/12,0,62
USC00516128,12/29/12,0,62
USC00516128,12/30/12,0.1,67
USC00516128,12/31/12,0.04,65
USC00516128,01/01/13,0.24,70
USC00516128,01/02/13,2.13,67
USC00516128,01/03/13,5.96,66
USC00516128,01/04/13,2.92,67
USC00516128,01/05/13,1.34,67
USC00516128,01/06/13,0.76,67
USC00516128,01/07/13,0.51,67
USC00516128,01/08/13,0.53,68
USC00516128,01/09/13,3.01,67
USC00516128,01/10/13,0.14,69
USC00516128,01/11/13,0.11,68
USC00516128,01/12/13,0.19,67
USC00516128,01/13/13,1.05,68
USC00516128,01/14/13,0.02,70
USC00516128,01/15/13,0.86,69
USC00516128,01/16/13,0,64
USC00516128,01/17/13,0,64
USC00516128,01/18/13,0,65
USC00516128,01/19/13,0,70
USC00516128,01/20/13,0,67
USC00516128,01/21/13,0,69
USC00516128,01/22/13,0,68
USC00516128,01/23/13,0.27,65
USC00516128,01/24/13,1.38,66
USC00516128,01/25/13,0.71,66
USC00516128,01/26/13,0.04,62
USC00516128,01/27/13,0.02,69
USC00516128,01/28/13,1.84,66
USC00516128,01/29/13,0.03,67
USC00516128,01/30/13,0,62
USC00516128,01/31/13,0.02,69
USC00516128,02/01/13,0.06,69
USC00516128,02/02/13,0,70
USC00516128,02/03/13,0,67
USC00516128,02/04/13,0,69
USC00516128,02/05/13,0.16,71
USC00516128,02/06/13,0.96,66
USC00516128,02/07/13,0.86,67
USC00516128,02/08/13,1.19,69
USC00516128,02/09/13,0,69
USC00516128,02/10/13,0,69
USC00516128,02/11/13,0.39,66
USC00516128,02/12/13,1.65,64
USC00516128,02/13/13,0.02,65
USC00516128,02/14/13,0.01,66
USC00516128,02/15/13,0.08,66
USC00516128,02/16/13,0.17,70
USC00516128,02/17/13,0,67
USC00516128,02/18/13,0,68
USC00516128,02/19/13,0.58,67
USC00516128,02/20/13,0.66,66
USC00516128,02/21/13,0.73,66
USC00516128,02/22/13,2.81,66
USC00516128,02/23/13,1.85,67
USC00516128,02/24/13,1,65
USC00516128,02/25/13,0.11,67
USC00516128,02/26/13,0.21,68
USC00516128,02/27/13,0.12,68
USC00516128,02/28/13,0.13,67
USC00516128,03/01/13,0,67
USC00516128,03/02/13,0.04,66
USC00516128,03/03/13,0,67
USC00516128,03/05/13,,66
USC00516128,03/06/13,0.04,67
USC00516128,03/07/13,0.06,73
USC00516128,03/08/13,0,69
USC00516128,03/09/13,0.04,71
USC00516128,03/10/13,2.14,66
USC00516128,03/11/13,0.79,65
USC00516128,03/12/13,0,67
USC00516128,03/13/13,0,64
USC00516128,03/14/13,0,66
USC00516128,03/15/13,0,62
USC00516128,03/16/13,0,65
USC00516128,03/17/13,0,64
USC00516128,03/18/13,0,69
USC00516128,03/19/13,0,67
USC00516128,03/20/13,0,64
USC00516128,03/21/13,0,67
USC00516128,03/22/13,0,72
USC00516128,03/23/13,0.22,67
USC00516128,03/24/13,0.42,67
USC00516128,03/25/13,0.45,69
USC00516128,03/26/13,0,69
USC00516128,03/27/13,0.01,68
USC00516128,03/28/13,0.86,68
USC00516128,03/29/13,1.58,66
USC00516128,03/30/13,0.56,71
USC00516128,04/01/13,,60
USC00516128,04/02/13,0,67
USC00516128,04/03/13,0,67
USC00516128,04/04/13,0.36,66
USC00516128,04/05/13,0,69
USC00516128,04/07/13,,71
USC00516128,04/08/13,0,72
USC00516128,04/09/13,0.06,70
USC00516128,04/10/13,0.63,69
USC00516128,04/11/13,0.08,71
USC00516128,04/12/13,0.01,71
USC00516128,04/13/13,0.02,72
USC00516128,04/14/13,0,72
USC00516128,04/15/13,0.83,72
USC00516128,04/16/13,0.08,68
USC00516128,04/17/13,0,72
USC00516128,04/18/13,0.07,69
USC00516128,04/19/13,0.57,69
USC00516128,04/20/13,1.4,75
USC00516128,04/21/13,0.01,69
USC00516128,04/22/13,0.06,71
USC00516128,04/23/13,0,70
USC00516128,04/24/13,0.91,78
USC00516128,04/25/13,0.7,72
USC00516128,04/26/13,0.01,73
USC00516128,04/28/13,,70
USC00516128,04/29/13,0,74
USC00516128,04/30/13,0,74
USC00516128,05/01/13,0.53,70
USC00516128,05/02/13,0.6,73
USC00516128,05/03/13,0.11,78
USC00516128,05/04/13,0.02,69
USC00516128,05/05/13,0.42,69
USC00516128,05/06/13,0.56,70
USC00516128,05/07/13,0,70
USC00516128,05/08/13,0,74
USC00516128,05/09/13,0,73
USC00516128,05/10/13,0,73
USC00516128,05/11/13,0.21,70
USC00516128,05/12/13,0.43,69
USC00516128,05/13/13,3.7,70
USC00516128,05/14/13,1.22,71
USC00516128,05/15/13,0.02,72
USC00516128,05/16/13,0.32,70
USC00516128,05/17/13,0.15,71
USC00516128,05/18/13,0.15,70
USC00516128,05/19/13,0.35,76
USC00516128,05/20/13,0.12,73
USC00516128,05/21/13,0,69
USC00516128,05/22/13,0,75
USC00516128,05/23/13,0,75
USC00516128,05/24/13,0,73
USC00516128,05/25/13,0.28,71
USC00516128,05/26/13,0.98,71
USC00516128,05/27/13,0.06,72
USC00516128,05/28/13,1.73,69
USC00516128,05/29/13,2.41,72
USC00516128,05/30/13,0.39,72
USC00516128,05/31/13,0.27,71
USC00516128,06/01/13,0.71,78
USC00516128,06/02/13,0.81,72
USC00516128,06/03/13,0.49,73
USC00516128,06/04/13,0.03,71
USC00516128,06/05/13,0,72
USC00516128,06/06/13,0.14,72
USC00516128,06/07/13,0.07,71
USC00516128,06/08/13,0.08,74
USC00516128,06/09/13,0.02,71
USC00516128,06/10/13,0.02,72
USC00516128,06/11/13,0.05,72
USC00516128,06/12/13,0.28,74
USC00516128,06/13/13,0.47,72
USC00516128,06/14/13,2.56,69
USC00516128,06/15/13,0.11,70
USC00516128,06/16/13,0.3,76
USC00516128,06/17/13,0.43,70
USC00516128,06/18/13,0.44,71
USC00516128,06/19/13,0.05,73
USC00516128,06/20/13,0.18,68
USC00516128,06/21/13,1.53,68
USC00516128,06/22/13,1.96,69
USC00516128,06/23/13,0.67,70
USC00516128,06/24/13,0.62,69
USC00516128,06/25/13,2.03,69
USC00516128,06/26/13,2.8,70
USC00516128,06/27/13,0.06,71
USC00516128,06/28/13,0.34,70
USC00516128,06/29/13,0.53,67
USC00516128,06/30/13,0.83,72
USC00516128,07/01/13,0,73
USC00516128,07/02/13,0.43,69
USC00516128,07/03/13,0.51,72
USC00516128,07/04/13,0.22,73
USC00516128,07/05/13,0,67
USC00516128,07/06/13,0,73
USC00516128,07/07/13,0,70
USC00516128,07/08/13,0.01,72
USC00516128,07/09/13,0.24,74
USC00516128,07/10/13,0.21,70
USC00516128,07/11/13,0.26,71
USC00516128,07/12/13,0.43,71
USC00516128,07/14/13,,72
USC00516128,07/15/13,0.2,73
USC00516128,07/16/13,0.26,71
USC00516128,07/22/13,,72
USC00516128,07/23/13,0.63,73
USC00516128,07/25/13,,72
USC00516128,07/26/13,0,71
USC00516128,07/27/13,0.07,72
USC00516128,07/28/13,0.53,72
USC00516128,07/30/13,,82
USC00516128,07/31/13,0.53,72
USC00516128,08/02/13,,70
USC00516128,08/03/13,0.06,72
USC00516128,08/04/13,0.29,69
USC00516128,08/05/13,0.34,72
USC00516128,08/06/13,0.23,74
USC00516128,08/07/13,0,74
USC00516128,08/08/13,0,73
USC00516128,08/09/13,0.1,71
USC00516128,08/10/13,4.32,75
USC00516128,08/11/13,0.96,72
USC00516128,08/12/13,0.36,74
USC00516128,08/13/13,0,73
USC00516128,08/14/13,0.22,73
USC00516128,08/16/13,,73
USC00516128,08/17/13,0,74
USC00516128,08/18/13,0,73
USC00516128,08/19/13,0.03,73
USC00516128,08/20/13,0.02,78
USC00516128,08/21/13,0.09,73
USC00516128,08/23/13,,71
USC00516128,08/24/13,0.17,77
USC00516128,08/26/13,,75
USC00516128,08/27/13,0,76
USC00516128,08/28/13,0,78
USC00516128,08/29/13,0.45,72
USC00516128,08/30/13,0.04,73
USC00516128,08/31/13,0.1,74
USC00516128,09/01/13,0.44,79
USC00516128,09/02/13,0.07,71
USC00516128,09/03/13,0.13,71
USC00516128,09/04/13,0.06,74
USC00516128,09/05/13,0.02,75
USC00516128,09/06/13,0,71
USC00516128,09/07/13,1.01,71
USC00516128,09/08/13,0.18,73
USC00516128,09/09/13,0.02,74
USC00516128,09/10/13,0.01,76
USC00516128,09/11/13,0.19,76
USC00516128,09/12/13,0,73
USC00516128,09/13/13,0.88,71
USC00516128,09/14/13,0.98,72
USC00516128,09/15/13,0.2,75
USC00516128,09/16/13,0,75
USC00516128,09/17/13,0.36,71
USC00516128,09/18/13,0.62,71
USC00516128,09/19/13,0.07,72
USC00516128,09/20/13,0,75
USC00516128,09/21/13,0.01,74
USC00516128,09/22/13,0.22,70
USC00516128,09/23/13,0.29,71
USC00516128,09/24/13,0.07,71
USC00516128,09/25/13,0.77,73
USC00516128,09/27/13,,74
USC00516128,09/28/13,0.11,76
USC00516128,09/29/13,0.46,72
USC00516128,09/30/13,0.7,74
USC00516128,10/01/13,0.55,73
USC00516128,10/02/13,0.24,75
USC00516128,10/03/13,0.07,74
USC00516128,10/04/13,0.07,72
USC00516128,10/05/13,0.72,71
USC00516128,10/06/13,0.22,74
USC00516128,10/07/13,0.37,75
USC00516128,10/08/13,0.09,72
USC00516128,10/09/13,0.48,73
USC00516128,10/10/13,0.54,71
USC00516128,10/11/13,0.45,75
USC00516128,10/12/13,0.01,73
USC00516128,10/13/13,0,84
USC00516128,10/14/13,2.15,74
USC00516128,10/15/13,1.02,76
USC00516128,10/16/13,0.3,70
USC00516128,10/17/13,0.02,76
USC00516128,10/18/13,0,67
USC00516128,10/19/13,0,70
USC00516128,10/20/13,0,70
USC00516128,10/21/13,0.05,77
USC00516128,10/22/13,0,72
USC00516128,10/24/13,,72
USC00516128,10/25/13,0.1,74
USC00516128,10/26/13,0,80
USC00516128,10/28/13,,74
USC00516128,10/29/13,0.03,73
USC00516128,10/30/13,0.12,72
USC00516128,10/31/13,0.54,75
USC00516128,11/01/13,0.09,72
USC00516128,11/02/13,0.38,70
USC00516128,11/03/13,0.02,72
USC00516128,11/05/13,,74
USC00516128,11/06/13,0.54,74
USC00516128,11/07/13,0.12,72
USC00516128,11/08/13,0.39,75
USC00516128,11/09/13,0.77,70
USC00516128,11/10/13,8.06,70
USC00516128,11/11/13,1.7,71
USC00516128,11/13/13,,72
USC00516128,11/14/13,0,71
USC00516128,11/15/13,0.72,72
USC00516128,11/16/13,0,75
USC00516128,11/17/13,0,73
USC00516128,11/18/13,0.03,66
USC00516128,11/19/13,0,69
USC00516128,11/20/13,0,69
USC00516128,11/21/13,0,69
USC00516128,11/23/13,,74
USC00516128,11/24/13,0,75
USC00516128,11/26/13,,74
USC00516128,11/27/13,0,73
USC00516128,11/28/13,0.07,72
USC00516128,11/29/13,0,72
USC00516128,11/30/13,0.63,74
USC00516128,12/01/13,0.14,68
USC00516128,12/02/13,2.02,67
USC00516128,12/03/13,0.15,75
USC00516128,12/04/13,0,68
USC00516128,12/05/13,0,68
USC00516128,12/06/13,0,70
USC00516128,12/08/13,,83
USC00516128,12/09/13,0,68
USC00516128,12/10/13,0.35,70
USC00516128,12/11/13,0.37,70
USC00516128,12/12/13,0.09,68
USC00516128,12/13/13,0.39,76
USC00516128,12/14/13,0.54,72
USC00516128,12/15/13,0.01,68
USC00516128,12/16/13,1.13,64
USC00516128,12/17/13,0,72
USC00516128,12/18/13,0.03,72
USC00516128,12/19/13,2,68
USC00516128,12/20/13,1.02,70
USC00516128,12/21/13,1.14,69
USC00516128,12/23/13,,68
USC00516128,12/24/13,0.03,70
USC00516128,12/25/13,0.41,67
USC00516128,12/26/13,0.14,70
USC00516128,12/27/13,0,70
USC00516128,12/28/13,0.03,71
USC00516128,12/29/13,0.47,70
USC00516128,12/30/13,0.02,69
USC00516128,12/31/13,0,71
USC00516128,01/01/14,0,65
USC00516128,01/02/14,0.04,69
USC00516128,01/03/14,2.41,69
USC00516128,01/04/14,0,69
USC00516128,01/05/14,0.02,66
USC00516128,01/06/14,0.06,67
USC00516128,01/07/14,0,69
USC00516128,01/08/14,0,69
USC00516128,01/09/14,0.11,69
USC00516128,01/10/14,0.1,70
USC00516128,01/11/14,0.09,67
USC00516128,01/12/14,0.02,69
USC00516128,01/13/14,0,67
USC00516128,01/14/14,0.8,73
USC00516128,01/15/14,0.01,69
USC00516128,01/16/14,0.01,68
USC00516128,01/17/14,0,73
USC00516128,01/18/14,0.01,69
USC00516128,01/19/14,0,66
USC00516128,01/20/14,0,66
USC00516128,01/21/14,0.02,65
USC00516128,01/22/14,0.75,68
USC00516128,01/23/14,0,68
USC00516128,01/24/14,0,68
USC00516128,01/25/14,0,70
USC00516128,01/26/14,0.32,70
USC00516128,01/27/14,0.22,64
USC00516128,01/28/14,0.28,65
USC00516128,01/29/14,2,66
USC00516128,01/30/14,1.32,65
USC00516128,01/31/14,0.02,67
USC00516128,02/01/14,0.51,68
USC00516128,02/02/14,0.61,67
USC00516128,02/03/14,0,68
USC00516128,02/04/14,0.38,66
USC00516128,02/05/14,0.31,69
USC00516128,02/06/14,0.07,72
USC00516128,02/07/14,0.02,72
USC00516128,02/08/14,0.13,70
USC00516128,02/09/14,0.22,69
USC00516128,02/10/14,0.01,68
USC00516128,02/11/14,0,77
USC00516128,02/12/14,0,71
USC00516128,02/13/14,0,71
USC00516128,02/14/14,0.12,69
USC00516128,02/15/14,2.97,69
USC00516128,02/16/14,0.76,69
USC00516128,02/17/14,0.36,68
USC00516128,02/18/14,0.26,68
USC00516128,02/19/14,0.02,77
USC00516128,02/21/14,,69
USC00516128,02/22/14,0.02,83
USC00516128,02/23/14,0.08,66
USC00516128,02/24/14,0.05,68
USC00516128,02/25/14,0.01,67
USC00516128,02/26/14,0,62
USC00516128,02/27/14,0.05,67
USC00516128,02/28/14,0.15,68
USC00516128,03/01/14,0.42,69
USC00516128,03/02/14,0.79,66
USC00516128,03/03/14,0.14,60
USC00516128,03/04/14,0,70
USC00516128,03/05/14,0,68
USC00516128,03/06/14,0,65
USC00516128,03/07/14,0.4,69
USC00516128,03/08/14,0.78,65
USC00516128,03/09/14,3.4,68
USC00516128,03/10/14,2.14,68
USC00516128,03/11/14,0.02,69
USC00516128,03/12/14,0.01,70
USC00516128,03/13/14,0.02,70
USC00516128,03/15/14,,70
USC00516128,03/16/14,0.49,66
USC00516128,03/23/14,,70
USC00516128,03/25/14,,70
USC00516128,03/26/14,1.47,77
USC00516128,03/27/14,0.39,69
USC00516128,03/28/14,0.36,71
USC00516128,03/29/14,1.48,70
USC00516128,03/31/14,,78
USC00516128,04/01/14,0.79,69
USC00516128,04/02/14,0.77,71
USC00516128,04/03/14,0.44,71
USC00516128,04/04/14,0.02,70
USC00516128,04/05/14,0,74
USC00516128,04/06/14,0,71
